intersection_id_osm,latitude,longitude,nb_passages_pietons
206278273,48.8163808,2.1450615,1
206278277,48.816334,2.1452298,1
206278282,48.8165002,2.1451975,1
206278284,48.8171048,2.1434816,4
206278285,48.8215815,2.1443758,1
206278289,48.8216452,2.144519,1
206278292,48.8217254,2.1444224,1
206278303,48.820293,2.1422494,1
206278308,48.8204705,2.142049,1
206278316,48.8217286,2.1422775,1
206278320,48.8218056,2.1424176,1
206278325,48.8218274,2.142167,1
206278330,48.8218947,2.1422991,1
206278333,48.8253893,2.1429819,0
206278341,48.8255873,2.1429782,1
206278346,48.8255149,2.1428124,0
206278348,48.8254354,2.1428297,0
206278351,48.8216715,2.1442993,1
206278352,48.8199931,2.1440686,4
206278353,48.8196827,2.1459378,4
206278358,48.8188688,2.1504925,1
206278363,48.8191196,2.1506864,0
206278365,48.8191556,2.15056,0
206278366,48.81918,2.1503724,0
206278367,48.8191915,2.1502581,0
206278370,48.8190983,2.1501061,1
206279729,48.8113841,2.1507836,0
206279732,48.8118281,2.1509708,0
206279744,48.8140695,2.1508619,0
206279749,48.8150153,2.1506633,1
206279754,48.8167034,2.1504292,0
206286919,48.8021046,2.1592219,3
206290466,48.8025683,2.1617218,1
206290726,48.803185,2.1604012,3
206293525,48.8235233,2.1448057,4
206293530,48.824852,2.1428115,2
206293533,48.8215068,2.146348,3
206293540,48.821939,2.140709,4
206301431,48.8193549,2.1378925,1
206301441,48.819127,2.1388823,0
206301459,48.8203468,2.1418001,1
206301466,48.8242412,2.1401603,0
206301469,48.8254538,2.1426262,1
206301481,48.8247207,2.1411088,4
206301494,48.8237818,2.1426237,2
206316073,48.8253652,2.1424304,0
206322903,48.8159321,2.1376528,3
206322906,48.8158586,2.138598,2
206322909,48.8157778,2.1395669,2
206322912,48.8167087,2.1397402,0
206322915,48.8167276,2.1387573,1
206322918,48.8167449,2.1378066,1
206322921,48.8174541,2.1398614,0
206322924,48.8173204,2.1415174,1
206322933,48.815944,2.143254,2
208532950,48.8181967,2.1368012,1
208533761,48.8143235,2.133811,1
208680064,48.8144405,2.1330814,2
208680760,48.8146583,2.1317227,2
