type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/name,properties/context,properties/citycode,properties/depcode
Feature,Point,2.300768787,48.765219015,AllÃ©e de la Faisanderie / Parcours Sportif,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.302045509,48.765421474,AllÃ©e de la Faisanderie / Petite AllÃ©e de la Faisanderie,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.302972729,48.766244642,AllÃ©e de la Patte d'Oie / AllÃ©e Circulaire,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.303095785,48.765597417,AllÃ©e de la Patte d'Oie / AllÃ©e de la Faisanderie,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.302857233,48.766236474,AllÃ©e de la Patte d'Oie / Parcours Sportif,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.302483467,48.766852812,AllÃ©e de la Patte d'Oie / Petite AllÃ©e de la Faisanderie,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.290545504,48.739992221,AllÃ©e de la Sambre / AllÃ©e de la Tamise,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.2905526,48.739908314,AllÃ©e de la Sambre / AllÃ©e de la Volga,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.29025608,48.739664786,AllÃ©e de la Sambre / AllÃ©e du Tchad,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.290471719,48.740066219,AllÃ©e de la Sambre / Rue de Massy,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.29077653,48.739975508,AllÃ©e de la Tamise / AllÃ©e de la Volga,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.291736337,48.739349662,AllÃ©e de la Tamise / AllÃ©e du Gange,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.290503634,48.740026713,AllÃ©e de la Tamise / Rue de Massy,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.290680059,48.739716948,AllÃ©e de la Volga / AllÃ©e du Tchad,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304456454,48.73286284,AllÃ©e de Villemilan / Rue des Nations-Unies,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.312338938,48.744126455,AllÃ©e des Arts / Rue des Rabats,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.28752299,48.749784938,AllÃ©e des Belles Feuilles / Avenue FranÃ§ois MolÃ© VC2,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.292860041,48.758357821,AllÃ©e des CÃ¨dres / Passage Grillot,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.296710278,48.764777097,AllÃ©e des CÃ¨dres / Perspective Hanovre GrenouillÃ¨re,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.301562753,48.767296776,AllÃ©e des Corbeaux / AllÃ©e Bossue,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304215939,48.767711913,AllÃ©e des Corbeaux / AllÃ©e Circulaire,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305475173,48.76787493,AllÃ©e des Corbeaux / AllÃ©e des Quatre Vents,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305380844,48.767893763,AllÃ©e des Corbeaux / AllÃ©e du Tir,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.303745762,48.76764271,AllÃ©e des Corbeaux / Parcours Sportif,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305503825,48.767893903,AllÃ©e des Corbeaux / Route de l'Orangerie,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.291186064,48.754412493,AllÃ©e des Fontenelles / Avenue du Bois de VerriÃ¨res C6,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.28198527,48.753273446,AllÃ©e des GuillonniÃ¨res / Rue de la Fontaine du Sault,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305829499,48.73967226,AllÃ©e des Jonquilles / Rue des Rabats,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.296262648,48.749266855,AllÃ©e des Ormeaux / AllÃ©e des Ã‰rables,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.296781923,48.747877496,AllÃ©e des Ormeaux / Rue de la Prairie,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.303024556,48.761931794,AllÃ©e des Peupliers / Avenue LÃ©on Blum,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.296490218,48.747889885,AllÃ©e des Platanes / Rue de la Prairie,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.309632722,48.74260936,AllÃ©e des Quatre Vents / Rue des Rabats,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.281683935,48.75414211,AllÃ©e des Renardeaux / Rue de la Fonte des Godets,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.312759195,48.744450538,AllÃ©e des Vendanges / Rue des Rabats,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.290974109,48.751923063,AllÃ©e des Vergers / Avenue FranÃ§ois MolÃ© C2,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.287420258,48.752218904,AllÃ©e Diderot / Rue des Sources,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.288812003,48.738123836,AllÃ©e du Danube / AllÃ©e du Nil,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.288709968,48.738179061,AllÃ©e du Danube / AllÃ©e du Saint-Laurent,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.288546767,48.738539738,AllÃ©e du Danube / Rue de Tignes,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.288769799,48.738106499,AllÃ©e du Nil / AllÃ©e du Saint-Laurent,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.290142136,48.738964359,AllÃ©e du Nil / Avenue de la Fontaine Mouton,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.29017989,48.738928587,AllÃ©e du Nil / Square de l'Atlantique,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.28640861,48.748760367,AllÃ©e du Paradis / Avenue FranÃ§ois MolÃ© VC2,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.286333456,48.748769585,AllÃ©e du Paradis / Rue de la Tour d'Argent,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.280360405,48.753063592,AllÃ©e du Ruisseau / CoulÃ©e Verte des Godets,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305430102,48.767878618,AllÃ©e du Tir / AllÃ©e des Quatre Vents,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304893295,48.768915879,AllÃ©e du Tir / Avenue de l'Octogone,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305366304,48.768172026,AllÃ©e du Tir / Route de l'Orangerie,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.30393265,48.737891727,AllÃ©e du Vignoble / Rue des Rabats,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305427381,48.754359722,AllÃ©e Fernand Braudel / Avenue Aristide Briand D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306662862,48.754186993,AllÃ©e Fernand Braudel / Place Charles PÃ©guy,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.309909569,48.740425424,AllÃ©e IrÃ¨ne Joliot-Curie / AllÃ©e CÃ©cile Brumschwig,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.310534804,48.740779067,AllÃ©e IrÃ¨ne Joliot-Curie / Cours Jean Gabin,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.31140658,48.74124114,AllÃ©e IrÃ¨ne Joliot-Curie / Rue Pierre Cot,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.287447653,48.753868461,AllÃ©e MarlÃ¨ne / Voie PrivÃ©e,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.28716786,48.736667264,AllÃ©e Martin Luther King / Rue de l'Annapurna,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.287057594,48.736914541,AllÃ©e Martin Luther King / Square des Alpes,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.312710696,48.746683287,AllÃ©e Pierre Loti / Avenue Armand Guillebaud D67A,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.312665882,48.746655145,AllÃ©e Pierre Loti / Rue Chateaubriand,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.309980884,48.742755275,AllÃ©e RaphaÃ«l / Rue des Rabats,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.313305815,48.744906132,AllÃ©e Saint-Hubert / Rue des Rabats,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.30886159,48.740173868,AllÃ©e Suzanne Lacore / Cours Pierre Fresnay,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.30504442,48.753442702,Avenue Aristide Briand D920 / Avenue de la Division Leclerc D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305997705,48.755956644,Avenue Aristide Briand D920 / Avenue de la Providence,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.30892828,48.763302183,Avenue Aristide Briand D920 / Avenue du GÃ©nÃ©ral de Gaulle D986,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306782045,48.757922956,Avenue Aristide Briand D920 / Avenue Fernand Fenzy,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306486237,48.757217717,Avenue Aristide Briand D920 / Avenue Jeanne d'Arc,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.308043299,48.761078886,Avenue Aristide Briand D920 / Avenue Victor Hugo,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306119751,48.756465327,Avenue Aristide Briand D920 / Galerie 47 Bis,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.308904428,48.763314913,Avenue Aristide Briand D920 / Place du GÃ©nÃ©ral de Gaulle D986,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307225253,48.759027059,Avenue Aristide Briand D920 / Rue Carnot,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307771336,48.760377349,Avenue Aristide Briand D920 / Rue de l'Ancien ChÃ¢teau,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307524719,48.759870614,Avenue Aristide Briand D920 / Rue des Morteaux,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.308288918,48.761799739,Avenue Aristide Briand D920 / Rue du Nord,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.308116098,48.761374243,Avenue Aristide Briand D920 / Rue du Sud,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307499824,48.759690167,Avenue Aristide Briand D920 / Rue Florian,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306502713,48.757218882,Avenue Aristide Briand D920 / Rue Louis Barthou,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307016225,48.758594784,Avenue Aristide Briand D920 / Rue Paul Bourget,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.308296676,48.761773194,Avenue Aristide Briand D920 / Rue Voltaire,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305665264,48.755133052,Avenue Aristide Briand D920 / Villa Domas,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.311046433,48.747332216,Avenue Armand Guillebaud D67A / Avenue Armand Guillebaud D60,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304297934,48.749682662,Avenue Armand Guillebaud D67A / Avenue de la Division Leclerc D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307432786,48.748626831,Avenue Armand Guillebaud D67A / Avenue Jules Ferry,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304389492,48.749687801,Avenue Armand Guillebaud D67A / Avenue Rabelais,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.309345578,48.747970717,Avenue Armand Guillebaud D67A / Cours Jules Raimu,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306130608,48.749161975,Avenue Armand Guillebaud D67A / Impasse du Pont,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.31344243,48.746345615,Avenue Armand Guillebaud D67A / Rue Chateaubriand,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.314212416,48.746022805,Avenue Armand Guillebaud D67A / Rue des Rabats,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.314213042,48.746050658,Avenue Armand Guillebaud D67A / Rue Maurice Utrillo,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.312174602,48.77152346,Avenue BeausÃ©jour / Avenue du GÃ©nÃ©ral Leclerc D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.31224085,48.771532073,Avenue BeausÃ©jour / Avenue Raymond Aron D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.309415072,48.770863476,Avenue d'Alembert / Avenue de la Duchesse du Maine,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307180974,48.766887879,Avenue d'Alembert / Avenue Le Brun D77,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307176943,48.766904575,Avenue d'Alembert / Avenue Le NÃ´tre D77,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.310835358,48.770833892,Avenue de l'ÃŽle-de-France / Avenue de la Duchesse du Maine,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.310848383,48.770840402,Avenue de l'ÃŽle-de-France / Avenue de Touraine,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.310100248,48.768658774,Avenue de l'ÃŽle-de-France / Rue de Normandie,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.30396208,48.768723681,Avenue de l'Octogone / Parcours Sportif,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306359125,48.756800598,Avenue de la Concorde / Avenue Aristide Briand D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.309883041,48.755793638,Avenue de la Concorde / Rue Adolphe Kara,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.3098974,48.7557865,Avenue de la Concorde / Rue Lina,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304345453,48.749684364,Avenue de la Division Leclerc D920 / Avenue Armand Guillebaud D67A,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.3094568,48.7631592,Avenue de la Division Leclerc D986 / Avenue du GÃ©nÃ©ral de Gaulle D986,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.301792539,48.737492637,Avenue de la Division Leclerc D920 / Avenue du MarÃ©chal Leclerc D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304478416,48.751370192,Avenue de la Division Leclerc D920 / Avenue Gabriel PÃ©ri,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304110924,48.748733709,Avenue de la Division Leclerc D920 / Avenue Jean Monnet D67A,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.301615152,48.736294771,Avenue de la Division Leclerc D920 / Avenue LÃ©on Jouhaux D66,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.303541835,48.746122438,Avenue de la Division Leclerc D920 / Avenue Montaigne,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304347281,48.74970696,Avenue de la Division Leclerc D920 / Avenue Rabelais,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.303681741,48.746725827,Avenue de la Division Leclerc D920 / Impasse de l'Ã‰pine,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304719868,48.752676725,Avenue de la Division Leclerc D920 / Passage du Square,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.302355534,48.74056993,Avenue de la Division Leclerc D920 / Rond-Point Kennedy,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.301521162,48.73624771,Avenue de la Division Leclerc D920 / Rue de la Saussaye,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.30172423,48.73704378,Avenue de la Division Leclerc D920 / Rue des Rabats,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.302353052,48.740188541,Avenue de la Division Leclerc D920 / Rue du Midi,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.303326947,48.745009066,Avenue de la Division Leclerc D920 / Rue du Pont,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.302550637,48.741656353,Avenue de la Division Leclerc D920 / Rue Germaine,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304662498,48.752359516,Avenue de la Division Leclerc D920 / Rue Henri Lasson,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.310210351,48.763012335,Avenue de la Division Leclerc D986 / Trans Val de Marne,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.290042904,48.739543886,Avenue de la Fontaine Mouton / AllÃ©e de la Sambre,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.291758503,48.736225701,Avenue de la Fontaine Mouton / Avenue de Bourgogne,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.291742934,48.736227819,Avenue de la Fontaine Mouton / Avenue du PrÃ©sident J.F. Kennedy D66,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.289987375,48.739283621,Avenue de la Fontaine Mouton / Place des Baconnets,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.290693275,48.73806154,Avenue de la Fontaine Mouton / Rue des Baconnets,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.303516661,48.746107726,Avenue de la Marne / Avenue de la Division Leclerc D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.303533101,48.746118533,Avenue de la Marne / Avenue Montaigne,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.302933627,48.74589321,Avenue de la Marne / Rue de Reims,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.301996455,48.745404888,Avenue de la Marne / Rue de Verdun,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.30851431,48.770880119,Avenue de la Marquise du Deffand / Avenue de la Duchesse du Maine,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306765554,48.768083851,Avenue de la Marquise du Deffand / Avenue Le NÃ´tre D77,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.308515862,48.770891398,Avenue de la Marquise du Deffand / Avenue Rose de Launay,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306025784,48.755939394,Avenue de la Providence / Avenue Aristide Briand D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.302513644,48.756645921,Avenue de la Providence / Rue Velpeau,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.313641843,48.770384743,Avenue de la RÃ©sidence / AllÃ©e des Pergolas,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.312067993,48.770825052,Avenue de la RÃ©sidence / Avenue Raymond Aron D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.316282308,48.769477342,Avenue de la RÃ©sidence / Avenue Saint-ExupÃ©ry,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.315522942,48.770497523,Avenue de la RÃ©sidence / Rue de la PÃ©piniÃ¨re,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.314711384,48.770196118,Avenue de la RÃ©sidence / Rue des Terrasses,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.315779363,48.77001411,Avenue de la RÃ©sidence / Rue Jean HÃ©brard,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.314445594,48.770241147,Avenue de la RÃ©sidence / Square Claude Debussy,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.312958936,48.770468799,Avenue de la RÃ©sidence / Square FranÃ§ois Couperin,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.315530579,48.770053153,Avenue de la RÃ©sidence / Square Gabriel FaurÃ©,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.312086356,48.7706552,Avenue de la RÃ©sidence / Square Gilbert,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307013716,48.764602419,Avenue de Provence / Avenue du Parc de Sceaux,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307017895,48.764592402,Avenue de Provence / Rue d'Artois,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.301349061,48.759697888,Avenue de Sceaux / Avenue LÃ©on Blum,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.301842645,48.757521158,Avenue de Sceaux / Boulevard Pierre Brossolette,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.301795936,48.758353694,Avenue de Sceaux / Rue d'Alsace-Lorraine,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.319958499,48.770715348,Avenue des Cottages / Ponton,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.311323357,48.740315548,Avenue des FrÃ¨res LumiÃ¨re / AllÃ©e HonorÃ© de Balzac,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.309815608,48.739456177,Avenue des FrÃ¨res LumiÃ¨re / Avenue Maurice Ravel,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.31193153,48.740685567,Avenue des FrÃ¨res LumiÃ¨re / Rue Pierre Cot,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.307788306,48.752096583,Avenue des GiroflÃ©es / Avenue Rabelais,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.308837237,48.750061014,Avenue des GiroflÃ©es / Place Lewisham,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.308544121,48.750692607,Avenue des GiroflÃ©es / Rue Corneille,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304541448,48.751342896,Avenue du 11 Novembre / Avenue de la Division Leclerc D920,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.304532094,48.751350209,Avenue du 11 Novembre / Avenue Gabriel PÃ©ri,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.306056181,48.750864268,Avenue du 11 Novembre / Avenue Rabelais,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.308669331,48.749963269,Avenue du 11 Novembre / Place Lewisham,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.305429626,48.75108191,Avenue du 11 Novembre / Rue des Iris,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.303678099,48.730879013,Avenue du Bel Air / Avenue FranÃ§ois Sommer,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.279225601,48.757145903,Avenue du Bois de VerriÃ¨res / AllÃ©e des FÃ©es,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.277135211,48.757875307,Avenue du Bois de VerriÃ¨res / Avenue d'Estienne d'Orves D128,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.284769306,48.755762613,Avenue du Bois de VerriÃ¨res C6 / Avenue du Bois de VerriÃ¨res VC6,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.29278991,48.754154285,Avenue du Bois de VerriÃ¨res / Avenue FranÃ§ois MolÃ© C2,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.295843105,48.755487396,Avenue du Bois de VerriÃ¨res C6 / Avenue LÃ©on Blum,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.283166299,48.756170971,Avenue du Bois de VerriÃ¨res / Impasse Jacqueline,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.290297691,48.754530941,Avenue du Bois de VerriÃ¨res C6 / RÃ©sidence Pierres et LumiÃ¨res,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.295845066,48.755536783,Avenue du Bois de VerriÃ¨res C6 / Rue de ChÃ¢tenay D67,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.288498622,48.75500366,Avenue du Bois de VerriÃ¨res C6 / Rue des Coquelicots,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.284779366,48.755766627,Avenue du Bois de VerriÃ¨res C6 / Rue Ã‰mile LÃ©vÃªque,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.28375422,48.756016186,Avenue du Bois de VerriÃ¨res / Villa VÃ©ronique,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.314068056,48.762581742,Avenue du Docteur Schweitzer / Avenue du Docteur TÃ©nine,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.313960828,48.762646237,Avenue du Docteur Schweitzer / Avenue Saint-ExupÃ©ry,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.314984528,48.763432441,Avenue du Docteur Schweitzer / Rue du Docteur Schweitzer,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.313865618,48.762542732,Avenue du Docteur TÃ©nine D986 / Avenue Saint-ExupÃ©ry,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.311873448,48.763141612,Avenue du Docteur TÃ©nine D986 / Rue d'Olomouc,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.312690145,48.76279232,Avenue du Docteur TÃ©nine D986 / Trans Val de Marne,"Antony, Hauts-de-Seine",92002,92
Feature,Point,2.297281936,48.761101917,Avenue du GÃ©nÃ©ral de Gaulle D986 / Avenue GalliÃ©ni,"Antony, Hauts-de-Seine",92002,92
